Time_(s), Base_Joint_Velocity_(rad/s), Shoulder_Joint_Velocity_(rad/s), Elbow_Joint_Velocity_(rad/s), Wrist_Pitch_Joint_Velocity_(rad/s), Wrist_Roll_Joint_Velocity_(rad/s)
9.033, 0.10336, 0.00000, 0.00000, 0.00000, 0.11834
9.044, 0.09892, 0.00000, 0.00000, 0.00000, 0.11122
9.056, 0.09447, 0.00000, 0.00000, 0.00000, 0.10433
9.067, 0.09003, 0.00000, 0.00000, 0.00000, 0.09765
9.078, 0.08558, 0.00000, 0.00000, 0.00000, 0.09120
9.089, 0.08114, 0.00000, 0.00000, 0.00000, 0.08497
9.100, 0.07669, 0.00000, 0.00000, 0.00000, 0.07895
9.111, 0.07225, 0.00000, 0.00000, 0.00000, 0.07316
9.122, 0.06780, 0.00000, 0.00000, 0.00000, 0.06759
9.133, 0.06336, 0.00000, 0.00000, 0.00000, 0.06224
9.144, 0.05892, 0.00000, 0.00000, 0.00000, 0.05711
9.156, 0.05447, 0.00000, 0.00000, 0.00000, 0.05220
9.167, 0.05003, 0.00000, 0.00000, 0.00000, 0.04751
9.178, 0.04558, 0.00000, 0.00000, 0.00000, 0.04304
9.189, 0.04114, 0.00000, 0.00000, 0.00000, 0.03879
9.200, 0.03676, 0.00000, 0.00000, 0.00000, 0.03476
9.211, 0.03261, 0.00000, 0.00000, 0.00000, 0.03096
9.222, 0.02873, 0.00000, 0.00000, 0.00000, 0.02737
9.233, 0.02508, 0.00000, 0.00000, 0.00000, 0.02400
9.244, 0.02169, 0.00000, 0.00000, 0.00000, 0.02086
9.256, 0.01854, 0.00000, 0.00000, 0.00000, 0.01793
9.267, 0.01563, 0.00000, 0.00000, 0.00000, 0.01523
9.278, 0.01298, 0.00000, 0.00000, 0.00000, 0.01275
9.289, 0.01057, 0.00000, 0.00000, 0.00000, 0.01048
9.300, 0.00841, 0.00000, 0.00000, 0.00000, 0.00844
9.311, 0.00649, 0.00000, 0.00000, 0.00000, 0.00662
9.322, 0.00482, 0.00000, 0.00000, 0.00000, 0.00502
9.333, 0.00340, 0.00000, 0.00000, 0.00000, 0.00364
9.344, 0.00223, 0.00000, 0.00000, 0.00000, 0.00248
9.356, 0.00130, 0.00000, 0.00000, 0.00000, 0.00154
9.367, 0.00062, 0.00000, 0.00000, 0.00000, 0.00082
9.378, 0.00019, 0.00000, 0.00000, 0.00000, 0.00032
9.389, -0.00000, 0.00000, 0.00000, 0.00000, 0.00004
9.400, -0.00001, 0.00000, 0.00000, -0.00000, 0.00002
9.411, -0.00000, 0.00000, 0.00000, -0.00000, 0.00002
9.422, -0.00000, 0.00000, 0.00000, -0.00000, 0.00002
9.433, -0.00000, 0.00000, 0.00000, -0.00000, 0.00002
9.444, -0.00000, 0.00000, 0.00000, -0.00000, 0.00001
9.456, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
9.467, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
9.478, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
9.489, -0.00000, 0.00000, 0.00000, -0.00001, 0.00001
9.500, -0.00000, 0.00000, 0.00000, -0.00001, 0.00000
9.511, -0.00000, 0.00000, 0.00000, -0.00001, 0.00000
9.522, -0.00000, 0.00000, 0.00000, -0.00001, 0.00000
9.533, -0.00000, 0.00000, 0.00000, -0.00001, -0.00000
9.544, -0.00000, 0.00000, 0.00000, -0.00001, -0.00000
9.556, -0.00000, 0.00000, 0.00000, -0.00001, -0.00000
9.567, -0.00000, 0.00000, 0.00000, -0.00001, -0.00000
9.578, -0.00000, 0.00000, 0.00000, -0.00001, -0.00001
9.589, -0.00000, 0.00000, 0.00000, -0.00001, -0.00001
9.600, -0.00000, 0.00000, 0.00000, -0.00001, -0.00001
9.611, -0.00000, 0.00000, 0.00000, -0.00001, -0.00001
9.622, -0.00000, 0.00000, 0.00001, -0.00001, -0.00001
9.633, -0.00000, 0.00000, 0.00001, -0.00001, -0.00001
9.644, -0.00000, 0.00000, 0.00001, -0.00001, -0.00001
9.656, -0.00000, 0.00000, 0.00001, -0.00001, -0.00001
9.667, -0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.678, -0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.689, -0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.700, -0.00000, 0.00000, 0.00001, -0.00002, -0.00002
9.711, -0.00000, 0.00000, 0.00001, -0.00002, -0.00002
9.722, -0.00000, 0.00000, 0.00001, -0.00002, -0.00002
9.733, 0.00000, 0.00000, 0.00001, -0.00002, -0.00002
9.744, 0.00000, 0.00000, 0.00001, -0.00002, -0.00002
9.756, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.767, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.778, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.789, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.800, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.811, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.822, 0.00000, 0.00000, 0.00001, -0.00001, -0.00002
9.833, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.844, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.856, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.867, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.878, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.889, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.900, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.911, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.922, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.933, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.944, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.956, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.967, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.978, 0.00000, 0.00000, 0.00000, -0.00001, -0.00002
9.989, 0.00000, 0.00000, 0.00000, -0.00001, -0.00001
10.000, 0.00000, 0.00000, 0.00000, -0.00000, -0.00001
10.011, 0.00000, 0.00000, 0.00000, -0.00000, -0.00001
10.022, 0.00000, 0.00000, 0.00000, -0.00000, -0.00001
10.033, 0.00000, 0.00000, 0.00000, -0.00000, -0.00001
10.044, 0.00000, 0.00000, 0.00000, -0.00000, -0.00001
10.056, 0.00000, 0.00000, 0.00000, -0.00000, -0.00001
10.067, 0.00000, -0.00000, -0.00000, 0.00000, -0.00001
10.078, 0.00000, -0.00000, -0.00000, 0.00000, -0.00001
10.089, 0.00000, -0.00000, -0.00000, 0.00000, -0.00000
10.100, 0.00000, -0.00000, -0.00000, 0.00000, -0.00000
10.111, 0.00000, -0.00000, -0.00000, 0.00001, -0.00000
10.122, 0.00000, -0.00000, -0.00000, 0.00001, 0.00000
10.133, 0.00000, -0.00000, -0.00000, 0.00001, 0.00000
10.144, 0.00000, -0.00000, -0.00000, 0.00001, 0.00000
10.156, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
10.167, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
10.178, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
10.189, 0.00000, -0.00000, -0.00001, 0.00001, 0.00001
10.200, 0.00000, -0.00000, -0.00001, 0.00002, 0.00001
10.211, 0.00000, -0.00000, -0.00001, 0.00002, 0.00001
10.222, 0.00000, -0.00000, -0.00001, 0.00002, 0.00002
10.233, 0.00000, -0.00000, -0.00001, 0.00002, 0.00002
10.244, 0.00000, -0.00001, -0.00001, 0.00002, 0.00002
10.256, 0.00000, -0.00001, -0.00001, 0.00002, 0.00002
10.267, 0.00000, -0.00001, -0.00001, 0.00002, 0.00003
10.278, 0.00000, -0.00001, -0.00001, 0.00003, 0.00003
10.289, 0.00000, -0.00001, -0.00001, 0.00003, 0.00003
10.300, 0.00000, -0.00001, -0.00001, 0.00003, 0.00003
10.311, 0.00000, -0.00001, -0.00001, 0.00003, 0.00004
10.322, 0.00000, -0.00001, -0.00001, 0.00003, 0.00004
10.333, 0.00000, -0.00001, -0.00001, 0.00004, 0.00004
10.344, 0.00000, -0.00001, -0.00001, 0.00004, 0.00004
10.356, 0.00000, -0.00001, -0.00001, 0.00004, 0.00005
10.367, 0.00000, -0.00001, -0.00002, 0.00004, 0.00005
10.378, 0.00000, -0.00001, -0.00002, 0.00004, 0.00005
10.389, 0.00000, -0.00001, -0.00002, 0.00005, 0.00006
10.400, 0.00000, -0.00008, -0.00022, 0.00027, 0.00043
10.411, 0.00000, -0.00022, -0.00067, 0.00071, 0.00120
10.422, 0.00000, -0.00043, -0.00138, 0.00135, 0.00233
10.433, 0.00000, -0.00071, -0.00233, 0.00218, 0.00384
10.444, 0.00000, -0.00105, -0.00353, 0.00322, 0.00571
10.456, 0.00000, -0.00146, -0.00497, 0.00444, 0.00795
10.467, 0.00000, -0.00194, -0.00666, 0.00587, 0.01057
10.478, 0.00000, -0.00248, -0.00860, 0.00749, 0.01355
10.489, 0.00000, -0.00309, -0.01078, 0.00931, 0.01690
10.500, 0.00000, -0.00377, -0.01322, 0.01133, 0.02063
10.511, 0.00000, -0.00452, -0.01590, 0.01355, 0.02472
10.522, 0.00000, -0.00533, -0.01882, 0.01596, 0.02918
10.533, 0.00000, -0.00622, -0.02199, 0.01857, 0.03401
10.544, 0.00000, -0.00716, -0.02541, 0.02138, 0.03921
10.556, 0.00000, -0.00818, -0.02908, 0.02438, 0.04478
10.567, 0.00000, -0.00926, -0.03299, 0.02758, 0.05072
10.578, 0.00000, -0.01042, -0.03715, 0.03098, 0.05703
10.589, 0.00000, -0.01163, -0.04156, 0.03458, 0.06371
10.600, 0.00000, -0.01292, -0.04622, 0.03837, 0.07076
10.611, 0.00000, -0.01427, -0.05112, 0.04237, 0.07818
10.622, 0.00000, -0.01569, -0.05627, 0.04655, 0.08596
10.633, 0.00000, -0.01718, -0.06166, 0.05094, 0.09412
10.644, 0.00000, -0.01873, -0.06730, 0.05552, 0.10265
10.656, 0.00000, -0.02036, -0.07319, 0.06030, 0.11154
10.667, 0.00000, -0.02205, -0.07933, 0.06528, 0.12081
10.678, 0.00000, -0.02380, -0.08571, 0.07045, 0.13045
10.689, 0.00000, -0.02563, -0.09234, 0.07583, 0.14045
10.700, 0.00000, -0.02752, -0.09922, 0.08140, 0.15082
10.711, 0.00000, -0.02948, -0.10634, 0.08716, 0.16157
10.722, 0.00000, -0.03150, -0.11371, 0.09313, 0.17268
10.733, 0.00000, -0.03360, -0.12134, 0.09929, 0.18417
10.744, 0.00000, -0.03576, -0.12911, 0.10565, 0.19602
10.756, 0.00000, -0.03799, -0.13689, 0.11220, 0.20824
10.767, 0.00000, -0.04028, -0.14467, 0.11895, 0.22083
10.778, 0.00000, -0.04265, -0.15244, 0.12591, 0.23379
10.789, 0.00000, -0.04508, -0.16022, 0.13305, 0.24712
10.800, 0.00000, -0.04757, -0.16800, 0.14040, 0.26082
10.811, 0.00000, -0.05014, -0.17578, 0.14794, 0.27490
10.822, 0.00000, -0.05277, -0.18356, 0.15568, 0.28933
10.833, 0.00000, -0.05547, -0.19133, 0.16362, 0.30414
10.844, 0.00000, -0.05824, -0.19911, 0.17175, 0.31933
10.856, 0.00000, -0.06107, -0.20689, 0.18008, 0.33483
10.867, 0.00000, -0.06397, -0.21467, 0.18861, 0.35039
10.878, 0.00000, -0.06694, -0.22245, 0.19734, 0.36592
10.889, 0.00000, -0.06998, -0.23021, 0.20626, 0.38146
10.900, 0.00000, -0.07308, -0.23778, 0.21538, 0.39700
10.911, 0.00000, -0.07625, -0.24511, 0.22470, 0.41253
10.922, 0.00000, -0.07949, -0.25218, 0.23421, 0.42807
10.933, 0.00000, -0.08276, -0.25901, 0.24393, 0.44361
10.944, 0.00000, -0.08604, -0.26559, 0.25384, 0.45915
10.956, 0.00000, -0.08931, -0.27192, 0.26394, 0.47468
10.967, 0.00000, -0.09258, -0.27801, 0.27418, 0.49022
10.978, 0.00000, -0.09585, -0.28385, 0.28442, 0.50579
10.989, 0.00000, -0.09912, -0.28944, 0.29464, 0.52120
11.000, 0.00000, -0.10239, -0.29478, 0.30486, 0.53630
11.011, 0.00000, -0.10566, -0.29988, 0.31509, 0.55100
11.022, 0.00000, -0.10893, -0.30473, 0.32531, 0.56533
11.033, 0.00000, -0.11220, -0.30934, 0.33554, 0.57930
11.044, 0.00000, -0.11547, -0.31370, 0.34576, 0.59289
11.056, 0.00000, -0.11874, -0.31781, 0.35599, 0.60612
11.067, 0.00000, -0.12201, -0.32167, 0.36622, 0.61897
11.078, 0.00000, -0.12528, -0.32529, 0.37644, 0.63146
11.089, 0.00000, -0.12855, -0.32866, 0.38666, 0.64358
11.100, 0.00000, -0.13182, -0.33178, 0.39689, 0.65532
11.111, 0.00000, -0.13510, -0.33466, 0.40714, 0.66670
11.122, 0.00000, -0.13836, -0.33729, 0.41733, 0.67771
11.133, 0.00000, -0.14164, -0.33967, 0.42739, 0.68835
11.144, 0.00000, -0.14491, -0.34181, 0.43725, 0.69862
11.156, 0.00000, -0.14818, -0.34370, 0.44690, 0.70852
11.167, 0.00000, -0.15140, -0.34534, 0.45636, 0.71805
11.178, 0.00000, -0.15456, -0.34673, 0.46562, 0.72721
11.189, 0.00000, -0.15765, -0.34788, 0.47469, 0.73600
11.200, 0.00000, -0.16067, -0.34878, 0.48355, 0.74442
11.211, 0.00000, -0.16363, -0.34944, 0.49222, 0.75247
11.222, 0.00000, -0.16651, -0.34984, 0.50069, 0.76015
11.233, 0.00000, -0.16933, -0.35000, 0.50897, 0.76747
11.244, 0.00000, -0.17208, -0.35001, 0.51704, 0.77441
11.256, 0.00000, -0.17477, -0.35000, 0.52492, 0.78098
11.267, 0.00000, -0.17739, -0.35000, 0.53260, 0.78719
11.278, 0.00000, -0.17994, -0.35000, 0.54009, 0.79302
11.289, 0.00000, -0.18242, -0.35000, 0.54738, 0.79849
11.300, 0.00000, -0.18484, -0.35000, 0.55447, 0.80358
11.311, 0.00000, -0.18718, -0.35000, 0.56136, 0.80831
11.322, 0.00000, -0.18946, -0.35000, 0.56805, 0.81266
11.333, 0.00000, -0.19168, -0.35000, 0.57455, 0.81665
11.344, 0.00000, -0.19382, -0.35000, 0.58085, 0.82027
11.356, 0.00000, -0.19590, -0.35000, 0.58696, 0.82351
11.367, 0.00000, -0.19791, -0.35000, 0.59286, 0.82639
11.378, 0.00000, -0.19986, -0.35000, 0.59857, 0.82890
11.389, 0.00000, -0.20174, -0.35000, 0.60409, 0.83104
11.400, 0.00000, -0.20355, -0.35000, 0.60940, 0.83281
11.411, 0.00000, -0.20529, -0.35000, 0.61452, 0.83421
11.422, 0.00000, -0.20696, -0.35000, 0.61944, 0.83524
11.433, 0.00000, -0.20857, -0.35000, 0.62416, 0.83590
11.444, 0.00000, -0.21011, -0.35000, 0.62869, 0.83619
11.456, 0.00000, -0.21158, -0.35000, 0.63301, 0.83618
11.467, 0.00000, -0.21299, -0.35000, 0.63714, 0.83617
11.478, 0.00000, -0.21433, -0.35000, 0.64108, 0.83618
11.489, 0.00000, -0.21560, -0.35000, 0.64481, 0.83618
11.500, 0.00000, -0.21680, -0.35000, 0.64835, 0.83618
11.511, 0.00000, -0.21794, -0.35000, 0.65170, 0.83618
11.522, 0.00000, -0.21901, -0.35000, 0.65484, 0.83618
11.533, 0.00000, -0.22001, -0.35000, 0.65779, 0.83618
11.544, 0.00000, -0.22094, -0.35000, 0.66054, 0.83618
11.556, 0.00000, -0.22181, -0.35000, 0.66309, 0.83618
11.567, 0.00000, -0.22261, -0.35000, 0.66544, 0.83618
11.578, 0.00000, -0.22334, -0.35000, 0.66760, 0.83618
11.589, 0.00000, -0.22401, -0.35000, 0.66956, 0.83618
11.600, 0.00000, -0.22461, -0.35000, 0.67133, 0.83618
11.611, 0.00000, -0.22514, -0.35000, 0.67289, 0.83618
11.622, 0.00000, -0.22560, -0.35000, 0.67426, 0.83618
11.633, 0.00000, -0.22599, -0.35000, 0.67543, 0.83618
11.644, 0.00000, -0.22632, -0.35000, 0.67641, 0.83618
11.656, 0.00000, -0.22658, -0.35000, 0.67718, 0.83618
11.667, 0.00000, -0.22678, -0.35000, 0.67777, 0.83618
11.678, 0.00000, -0.22690, -0.35000, 0.67814, 0.83618
11.689, 0.00000, -0.22696, -0.35000, 0.67832, 0.83618
11.700, 0.00000, -0.22697, -0.35000, 0.67835, 0.83618
11.711, 0.00000, -0.22696, -0.35000, 0.67832, 0.83618
11.722, 0.00000, -0.22696, -0.35000, 0.67832, 0.83618
11.733, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.744, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.756, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.767, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.778, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.789, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.800, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.811, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.822, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.833, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.844, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.856, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.867, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.878, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.889, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.900, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.911, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.922, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.933, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.944, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.956, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.967, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
11.978, 0.00000, -0.22696, -0.35000, 0.67832, 0.83618
11.989, 0.00000, -0.22696, -0.35000, 0.67833, 0.83618
12.000, 0.00000, -0.22696, -0.35000, 0.67834, 0.83618
12.011, 0.00000, -0.22697, -0.35000, 0.67830, 0.83618
12.022, 0.00000, -0.22695, -0.35000, 0.67811, 0.83618
12.033, 0.00000, -0.22688, -0.35000, 0.67771, 0.83618
12.044, 0.00000, -0.22674, -0.35000, 0.67709, 0.83618
12.056, 0.00000, -0.22653, -0.35000, 0.67629, 0.83618
12.067, 0.00000, -0.22625, -0.35000, 0.67529, 0.83618
12.078, 0.00000, -0.22590, -0.35000, 0.67409, 0.83618
12.089, 0.00000, -0.22549, -0.35000, 0.67270, 0.83618
12.100, 0.00000, -0.22501, -0.35000, 0.67111, 0.83618
12.111, 0.00000, -0.22446, -0.35000, 0.66932, 0.83618
12.122, 0.00000, -0.22385, -0.35000, 0.66733, 0.83618
12.133, 0.00000, -0.22317, -0.35000, 0.66515, 0.83618
12.144, 0.00000, -0.22242, -0.35000, 0.66276, 0.83618
12.156, 0.00000, -0.22160, -0.35000, 0.66019, 0.83618
12.167, 0.00000, -0.22072, -0.35000, 0.65741, 0.83618
12.178, 0.00000, -0.21977, -0.35000, 0.65444, 0.83618
12.189, 0.00000, -0.21875, -0.35000, 0.65127, 0.83618
12.200, 0.00000, -0.21766, -0.35000, 0.64790, 0.83618
12.211, 0.00000, -0.21651, -0.35000, 0.64433, 0.83618
12.222, 0.00000, -0.21529, -0.35000, 0.64057, 0.83618
12.233, 0.00000, -0.21400, -0.35000, 0.63661, 0.83618
12.244, 0.00000, -0.21265, -0.35000, 0.63246, 0.83617
12.256, 0.00000, -0.21123, -0.35000, 0.62810, 0.83619
12.267, 0.00000, -0.20974, -0.35000, 0.62355, 0.83616
12.278, 0.00000, -0.20818, -0.35000, 0.61880, 0.83579
12.289, 0.00000, -0.20656, -0.35000, 0.61385, 0.83505
12.300, 0.00000, -0.20486, -0.35000, 0.60871, 0.83394
12.311, 0.00000, -0.20311, -0.35000, 0.60337, 0.83246
12.322, 0.00000, -0.20128, -0.35000, 0.59783, 0.83061
12.333, 0.00000, -0.19939, -0.35000, 0.59210, 0.82839
12.344, 0.00000, -0.19742, -0.35000, 0.58617, 0.82580
12.356, 0.00000, -0.19540, -0.35000, 0.58004, 0.82284
12.367, 0.00000, -0.19330, -0.35000, 0.57371, 0.81952
12.378, 0.00000, -0.19114, -0.35000, 0.56718, 0.81582
12.389, 0.00000, -0.18891, -0.35000, 0.56046, 0.81175
12.400, 0.00000, -0.18661, -0.35000, 0.55354, 0.80732
12.411, 0.00000, -0.18425, -0.35000, 0.54643, 0.80251
12.422, 0.00000, -0.18181, -0.35000, 0.53911, 0.79734
12.433, 0.00000, -0.17931, -0.35000, 0.53160, 0.79179
12.444, 0.00000, -0.17675, -0.35000, 0.52390, 0.78588
12.456, 0.00000, -0.17411, -0.34999, 0.51599, 0.77960
12.467, 0.00000, -0.17141, -0.35001, 0.50789, 0.77294
12.478, 0.00000, -0.16864, -0.34998, 0.49959, 0.76592
12.489, 0.00000, -0.16581, -0.34977, 0.49109, 0.75853
12.500, 0.00000, -0.16290, -0.34931, 0.48240, 0.75077
12.511, 0.00000, -0.15993, -0.34859, 0.47350, 0.74263
12.522, 0.00000, -0.15689, -0.34763, 0.46442, 0.73413
12.533, 0.00000, -0.15379, -0.34643, 0.45513, 0.72526
12.544, 0.00000, -0.15061, -0.34497, 0.44564, 0.71602
12.556, 0.00000, -0.14737, -0.34327, 0.43597, 0.70641
12.567, 0.00000, -0.14410, -0.34133, 0.42609, 0.69643
12.578, 0.00000, -0.14083, -0.33913, 0.41600, 0.68608
12.589, 0.00000, -0.13756, -0.33669, 0.40578, 0.67537
12.600, 0.00000, -0.13429, -0.33400, 0.39553, 0.66428
12.611, 0.00000, -0.13102, -0.33107, 0.38532, 0.65282
12.622, 0.00000, -0.12775, -0.32789, 0.37509, 0.64099
12.633, 0.00000, -0.12448, -0.32446, 0.36487, 0.62880
12.644, 0.00000, -0.12121, -0.32078, 0.35464, 0.61623
12.656, 0.00000, -0.11793, -0.31686, 0.34442, 0.60330
12.667, 0.00000, -0.11466, -0.31269, 0.33419, 0.58999
12.678, 0.00000, -0.11139, -0.30827, 0.32397, 0.57632
12.689, 0.00000, -0.10812, -0.30361, 0.31374, 0.56227
12.700, 0.00000, -0.10485, -0.29870, 0.30352, 0.54786
12.711, 0.00000, -0.10158, -0.29354, 0.29330, 0.53308
12.722, 0.00000, -0.09831, -0.28814, 0.28307, 0.51789
12.733, 0.00000, -0.09504, -0.28249, 0.27283, 0.50243
12.744, 0.00000, -0.09177, -0.27659, 0.26263, 0.48687
12.756, 0.00000, -0.08850, -0.27044, 0.25252, 0.47133
12.767, 0.00000, -0.08523, -0.26405, 0.24263, 0.45580
12.778, 0.00000, -0.08196, -0.25741, 0.23295, 0.44026
12.789, 0.00000, -0.07869, -0.25053, 0.22346, 0.42472
12.800, 0.00000, -0.07546, -0.24340, 0.21417, 0.40918
12.811, 0.00000, -0.07231, -0.23601, 0.20507, 0.39365
12.822, 0.00000, -0.06922, -0.22839, 0.19618, 0.37811
12.833, 0.00000, -0.06620, -0.22061, 0.18748, 0.36257
12.844, 0.00000, -0.06325, -0.21283, 0.17897, 0.34704
12.856, 0.00000, -0.06036, -0.20505, 0.17067, 0.33148
12.867, 0.00000, -0.05755, -0.19727, 0.16256, 0.31602
12.878, 0.00000, -0.05480, -0.18950, 0.15465, 0.30092
12.889, 0.00000, -0.05211, -0.18172, 0.14694, 0.28619
12.900, 0.00000, -0.04950, -0.17394, 0.13942, 0.27183
12.911, 0.00000, -0.04695, -0.16616, 0.13210, 0.25784
12.922, 0.00000, -0.04447, -0.15838, 0.12498, 0.24422
12.933, 0.00000, -0.04206, -0.15061, 0.11805, 0.23097
12.944, 0.00000, -0.03971, -0.14283, 0.11133, 0.21808
12.956, 0.00000, -0.03743, -0.13505, 0.10480, 0.20557
12.967, 0.00000, -0.03522, -0.12727, 0.09847, 0.19343
12.978, 0.00000, -0.03308, -0.11951, 0.09233, 0.18166
12.989, 0.00000, -0.03100, -0.11194, 0.08639, 0.17025
13.000, 0.00000, -0.02899, -0.10464, 0.08065, 0.15922
13.011, 0.00000, -0.02705, -0.09757, 0.07511, 0.14856
13.022, 0.00000, -0.02517, -0.09075, 0.06976, 0.13826
13.033, 0.00000, -0.02336, -0.08418, 0.06461, 0.12834
13.044, 0.00000, -0.02162, -0.07786, 0.05966, 0.11878
13.056, 0.00000, -0.01995, -0.07178, 0.05491, 0.10959
13.067, 0.00000, -0.01834, -0.06595, 0.05035, 0.10078
13.078, 0.00000, -0.01681, -0.06036, 0.04599, 0.09233
13.089, 0.00000, -0.01534, -0.05503, 0.04183, 0.08425
13.100, 0.00000, -0.01393, -0.04994, 0.03786, 0.07655
13.111, 0.00000, -0.01260, -0.04509, 0.03410, 0.06921
13.122, 0.00000, -0.01133, -0.04050, 0.03053, 0.06224
13.133, 0.00000, -0.01013, -0.03615, 0.02715, 0.05564
13.144, 0.00000, -0.00899, -0.03205, 0.02398, 0.04941
13.156, 0.00000, -0.00792, -0.02819, 0.02100, 0.04355
13.167, 0.00000, -0.00692, -0.02458, 0.01822, 0.03806
13.178, 0.00000, -0.00599, -0.02122, 0.01563, 0.03294
13.189, 0.00000, -0.00513, -0.01811, 0.01325, 0.02819
13.200, 0.00000, -0.00433, -0.01524, 0.01106, 0.02381
13.211, 0.00000, -0.00360, -0.01262, 0.00906, 0.01979
13.222, 0.00000, -0.00294, -0.01025, 0.00727, 0.01615
13.233, 0.00000, -0.00234, -0.00812, 0.00567, 0.01288
13.244, 0.00000, -0.00181, -0.00624, 0.00427, 0.00997
13.256, 0.00000, -0.00135, -0.00461, 0.00307, 0.00744
13.267, 0.00000, -0.00096, -0.00322, 0.00206, 0.00527
13.278, 0.00000, -0.00063, -0.00208, 0.00125, 0.00348
13.289, 0.00000, -0.00037, -0.00119, 0.00064, 0.00205
13.300, 0.00000, -0.00018, -0.00054, 0.00023, 0.00100
13.311, 0.00000, -0.00006, -0.00014, 0.00001, 0.00031
13.322, 0.00000, -0.00000, -0.00000, -0.00002, 0.00003
13.333, 0.00000, -0.00000, -0.00000, -0.00002, 0.00003
13.344, 0.00000, -0.00000, -0.00000, -0.00002, 0.00002
13.356, 0.00000, -0.00000, -0.00000, -0.00002, 0.00002
13.367, 0.00000, -0.00000, -0.00000, -0.00002, 0.00002
13.378, 0.00000, -0.00000, -0.00000, -0.00001, 0.00002
13.389, 0.00000, -0.00000, -0.00000, -0.00001, 0.00002
13.400, 0.00000, -0.00000, -0.00000, -0.00001, 0.00001
13.411, 0.00000, -0.00000, -0.00000, -0.00001, 0.00001
13.422, 0.00000, -0.00000, -0.00000, -0.00001, 0.00001
13.433, 0.00000, -0.00000, -0.00000, -0.00001, 0.00001
13.444, 0.00000, -0.00000, -0.00000, -0.00001, 0.00001
13.456, 0.00000, -0.00000, -0.00000, -0.00001, 0.00000
13.467, 0.00000, -0.00000, -0.00000, -0.00001, 0.00000
13.478, 0.00000, -0.00000, -0.00000, -0.00001, 0.00000
13.489, 0.00000, -0.00000, -0.00000, -0.00001, 0.00000
13.500, 0.00000, -0.00000, -0.00000, -0.00001, -0.00000
13.511, 0.00000, -0.00000, -0.00000, -0.00001, -0.00000
13.522, 0.00000, -0.00000, -0.00000, -0.00001, -0.00000
13.533, 0.00000, -0.00000, -0.00000, -0.00001, -0.00001
13.544, 0.00000, -0.00000, -0.00000, -0.00000, -0.00001
13.556, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
